,18770
,17990,14250,0,16727,17750,28006,8308,16,0,1,1,8000,0,16000,0,2,16,24932,24948,14214,0,-44,-1,-5,-26,12,14,21,2,2,-13,2
,18,-10,8,-14,1,-3,-33,-4,-15,5,-5,13,26,-22,16,2,-11,-10,-3,33,1,23,3,-14,-1,-27,13,0,4,-4,-20,2
,-30,12,-10,-24,13,-11,16,-16,10,16,-20,20,-23,11,-3,-12,39,-11,7,-4,42,58,-7,8,-56,-18,38,63,35,-63,18,3
,-19,17,27,-18,-173,-43,49,22,12,-38,-8,-174,-75,93,29,59,-43,-12,-50,0,-11,-86,254,19,-7,-60,-122,259,-306,230,-129,2178
,10838,9430,-905,-5730,-7491,-4218,-1031,-4760,-4870,-2129,-116,4815,5629,1014,-2069,-3597,-1460,4596,7201,6136,3353,-1475,-3167,-2143,-783,2433,2275,-1291,-3200,-4656,-3396,51
,369,-931,-3068,-5202,-3539,115,3378,5610,4475,1084,-1266,-1307,1976,6584,7035,3634,179,-2673,-2459,350,1487,1219,-1392,-5829,-6869,-5071,-2411,743,758,-2071,-4354,-4940
,-1681,3745,6463,6164,2972,-717,-162,2713,5573,7198,4160,-508,-2840,-3447,-1053,2061,1408,-1444,-4964,-7732,-6455,-3108,-512,627,-1846,-4985,-4775,-2404,2335,6742,6254,3570
,1113,-71,2612,6250,7390,5752,781,-3818,-4560,-2845,438,2011,-854,-4554,-6972,-7006,-3351,-240,31,-1171,-3905,-4577,-1294,2370,5632,6694,3710,890,226,1553,5360,7488
,5570,1885,-2397,-4514,-2835,-550,414,-964,-4809,-7490,-7381,-5070,-1309,487,-629,-2397,-3539,-1928,2354,5752,6687,4917,1509,120,1734,4607,7126,6470,2638,-1239,-3712,-3442
,-1061,26,-1086,-3884,-7146,-7749,-5276,-2084,246,-195,-2925,-4145,-2700,950,5431,7183,5888,3387,1085,1567,4370,6515,6705,3978,-281,-2653,-2839,-1552,60,-1002,-4132,-6775
,-8004,-6069,-2367,-437,-386,-2057,-3902,-2793,349,3794,6478,6097,3904,2616,2556,4443,6778,6697,4546,1086,-1980,-2273,-1085,-253,-651,-3359,-6507,-7694,-6931,-4422,-1964,-1643
,-2545,-3545,-3287,-365,3322,5693,6208,4498,2632,2767,4266,6267,7091,5059,1605,-1494,-3007,-2023,-687,-1104,-3086,-6118,-8120,-7409,-5172,-2756,-1607,-2618,-3783,-3338,-1109,2614
,5569,6095,5020,3355,2810,4282,6098,6816,5544,2286,-815,-2305,-2244,-1225,-1214,-3153,-5726,-7680,-7597,-5283,-2927,-1838,-2173,-3298,-3104,-892,2266,5261,6458,5510,4102,3394
,4051,5734,6456,5422,3057,108,-1670,-1847,-1590,-1702,-3133,-5619,-7274,-7361,-5937,-3634,-2319,-2368,-2766,-2788,-1159,1972,4728,6236,6010,4564,3839,4352,5501,6379,5507,2987
,223,-1799,-2259,-1807,-2103,-3460,-5555,-7447,-7636,-6147,-4003,-2268,-1924,-2419,-2334,-983,1662,4497,6048,6103,5213,4436,4806,5856,6446,5717,3313,370,-1614,-2300,-2094,-2140
,-3460,-5554,-7345,-7900,-6607,-4407,-2732,-2026,-2233,-2222,-757,1741,4448,6301,6320,5338,4604,4645,5636,6398,5636,3564,771,-1582,-2399,-2365,-2447,-3323,-5331,-7169,-7703,-6872
,-4881,-3068,-2394,-2313,-2209,-1129,1354,4034,5878,6342,5441,4581,4602,5199,5931,5624,3718,1158,-1172,-2438,-2506,-2637,-3571,-5213,-7030,-7773,-7009,-5385,-3630,-2671,-2588,-2362
,-1338,698,3308,5281,5989,5660,4941,4802,5453,6059,5814,4266,1775,-476,-1831,-2320,-2498,-3373,-5053,-6785,-7830,-7446,-5830,-4105,-2993,-2656,-2522,-1586,385,2902,5127,6150
,5999,5483,5283,5735,6379,6235,4870,2539,111,-1431,-2015,-2280,-3007,-4617,-6522,-7734,-7628,-6232,-4460,-3237,-2773,-2602,-1782,162,2741,5009,6190,6211,5730,5575,6034,6649
,6618,5367,3092,647,-1087,-1841,-2176,-2880,-4332,-6212,-7582,-7730,-6668,-5012,-3678,-3087,-2782,-2011,-299,2156,4464,5841,6131,5757,5525,5879,6455,6568,5607,3547,1159,-754
,-1796,-2216,-2873,-4194,-5942,-7458,-7829,-6966,-5546,-4205,-3468,-3118,-2346,-788,1505,3938,5514,5967,5762,5512,5807,6428,6524,5681,3831,1465,-438,-1566,-2185,-2815,-4100,-5852
