,18770
,17990,9252,0,16727,17750,28006,8308,16,0,1,1,-17536,0,30464,1,2,16,24932,24948,9216,0,2933,3696,4365,4915,5350,5694,5985,6261,6548,6855,7172
,7479,7749,7965,8111,8190,8210,8183,8122,8040,7939,7818,7672,7497,7288,7040,6752,6423,6054,5647,5205,4731,4233,3719,3196,2671,2149,1632,1117,601,80,-453,-996
,-1550,-2109,-2667,-3214,-3743,-4249,-4728,-5178,-5598,-5991,-6357,-6698,-7011,-7296,-7549,-7767,-7946,-8083,-8179,-8232,-8243,-8214,-8148,-8046,-7912,-7744,-7543,-7310,-7040,-6736,-6394,-6017
,-5608,-5168,-4699,-4210,-3703,-3183,-2652,-2116,-1577,-1036,-494,47,586,1123,1656,2187,2710,3228,3736,4233,4715,5176,5614,6022,6399,6739,7040,7303,7526,7712,7862,7980
,8066,8123,8148,8143,8102,8024,7906,7748,7545,7301,7016,6693,6337,5950,5535,5098,4638,4156,3656,3138,2602,2053,1495,931,367,-193,-744,-1285,-1812,-2328,-2833,-3328
,-3816,-4294,-4764,-5222,-5662,-6079,-6467,-6820,-7133,-7402,-7628,-7808,-7950,-8051,-8118,-8151,-8155,-8126,-8067,-7974,-7845,-7680,-7476,-7233,-6953,-6636,-6284,-5902,-5491,-5055,-4593,-4109
,-3605,-3082,-2540,-1986,-1420,-848,-275,295,859,1409,1945,2464,2965,3446,3908,4351,4774,5177,5561,5922,6261,6574,6859,7115,7339,7532,7690,7811,7896,7943,7952,7922
,7855,7751,7609,7433,7220,6975,6696,6385,6044,5670,5268,4838,4383,3906,3411,2902,2382,1857,1332,806,282,-237,-754,-1269,-1782,-2294,-2803,-3309,-3806,-4293,-4761,-5208
,-5627,-6015,-6366,-6680,-6956,-7192,-7391,-7554,-7683,-7779,-7843,-7875,-7875,-7842,-7777,-7680,-7546,-7377,-7174,-6936,-6663,-6355,-6015,-5643,-5241,-4809,-4351,-3869,-3369,-2851,-2321,-1784
,-1242,-702,-163,371,896,1417,1927,2431,2926,3412,3888,4352,4800,5227,5633,6011,6358,6672,6951,7193,7398,7567,7701,7802,7869,7902,7904,7870,7800,7694,7549,7366
,7146,6887,6594,6269,5915,5535,5132,4706,4260,3794,3307,2804,2281,1742,1193,635,76,-479,-1025,-1557,-2072,-2570,-3049,-3511,-3959,-4394,-4818,-5230,-5630,-6012,-6372,-6704
,-7003,-7263,-7480,-7652,-7779,-7864,-7909,-7918,-7893,-7837,-7752,-7636,-7490,-7311,-7099,-6852,-6570,-6251,-5899,-5517,-5106,-4670,-4211,-3731,-3233,-2719,-2191,-1650,-1101,-547,8,560
,1103,1634,2153,2654,3140,3610,4065,4507,4934,5344,5735,6103,6442,6747,7016,7242,7425,7565,7666,7729,7759,7760,7732,7680,7601,7494,7357,7185,6977,6733,6447,6126
,5769,5381,4965,4527,4070,3596,3109,2610,2102,1583,1058,527,-5,-537,-1065,-1584,-2095,-2593,-3079,-3550,-4007,-4449,-4874,-5280,-5667,-6028,-6361,-6663,-6931,-7163,-7357,-7514
,-7634,-7721,-7773,-7793,-7781,-7736,-7659,-7545,-7396,-7208,-6982,-6720,-6423,-6092,-5732,-5345,-4935,-4505,-4054,-3583,-3095,-2591,-2068,-1534,-989,-439,112,658,1194,1716,2222,2711
,3182,3638,4079,4507,4921,5323,5706,6070,6408,6716,6990,7224,7415,7565,7673,7741,7771,7768,7732,7666,7572,7448,7293,7107,6889,6637,6352,6034,5686,5307,4902,4471
,4017,3542,3047,2535,2006,1466,917,363,-190,-741,-1279,-1805,-2312,-2804,-3275,-3728,-4163,-4582,-4984,-5370,-5738,-6086,-6409,-6705,-6968,-7197,-7386,-7536,-7646,-7716,-7750,-7748
,-7713,-7646,-7549,-7422,-7266,-7076,-6854,-6599,-6310,-5987,-5631,-5245,-4832,-4392,-3930,-3450,-2953,-2442,-1918,-1385,-843,-298,249,795,1335,1867,2386,2889,3375,3841,4284,4706
,5106,5483,5835,6164,6468,6747,6997,7216,7406,7561,7679,7760,7802,7804,7767,7689,7575,7421,7232,7011,6758,6476,6166,5832,5474,5092,4689,4265,3819,3352,2866,2362
,1845,1314,779,239,-298,-828,-1349,-1854,-2345,-2822,-3280,-3724,-4152,-4566,-4964,-5345,-5709,-6050,-6367,-6654,-6910,-7128,-7311,-7453,-7559,-7626,-7657,-7653,-7616,-7548,-7447,-7313
